concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
8	Visit	Metadata	Domain	Domain		OMOP generated	1970-01-01	2099-12-31	
10	Procedure	Metadata	Domain	Domain		OMOP generated	1970-01-01	2099-12-31	
21	Measurement	Metadata	Domain	Domain		OMOP generated	1970-01-01	2099-12-31	
27	Observation	Metadata	Domain	Domain		OMOP generated	1970-01-01	2099-12-31	
36	Specimen	Metadata	Domain	Domain		OMOP generated	1970-01-01	2099-12-31	
8507	MALE	Gender	Gender	Gender	S	M	1970-01-01	2099-12-31	
8527	White	Race	Race	Race	S	5	1970-01-01	2099-12-31	
8532	FEMALE	Gender	Gender	Gender	S	F	1970-01-01	2099-12-31	
8587	milliliter	Unit	UCUM	Unit	S	mL	1970-01-01	2099-12-31	
8615	Assisted Living Facility	Visit	CMS Place of Service	Visit	S	13	1970-01-01	2099-12-31	
8809	Independent Laboratory	Visit	CMS Place of Service	Visit	S	81	1970-01-01	2099-12-31	
9202	Outpatient Visit	Visit	Visit	Visit	S	OP	1970-01-01	2099-12-31	
9401	section	Unit	UCUM	Unit	S	[sct]	1970-01-01	2099-12-31	
9448	year	Unit	UCUM	Unit	S	a	1970-01-01	2099-12-31	
9665	microliter	Unit	UCUM	Unit	S	uL	1970-01-01	2099-12-31	
32036	Laboratory Visit	Visit	Visit	Visit	S	OMOP4822461	1970-01-01	2099-12-31	
32416	Laboratory Genetics and Genomics	Provider	ABMS	Physician Specialty	S	OMOP4821995	1970-01-01	2099-12-31	
32531	Treatment Regimen	Episode	Episode	Treatment	S	OMOP4822256	1970-01-01	2099-12-31	
32533	Disease Episode	Episode	Episode	Episode of Care	S	OMOP4822254	1970-01-01	2099-12-31	
32553	Includes sub-specimen (SNOMED Vet)	Metadata	Relationship	Relationship		OMOP generated	1970-01-01	2099-12-31	
32554	Sub-specimen of (SNOMED Vet)	Metadata	Relationship	Relationship		OMOP generated	1970-01-01	2099-12-31	
32668	Measurement to Specimen	Relationship	Relationship	Relationship	S	OMOP5217056	1970-01-01	2099-12-31	
32669	Specimen to Measurement	Relationship	Relationship	Relationship	S	OMOP5217057	1970-01-01	2099-12-31	
32815	Death Certificate	Type Concept	Type Concept	Type Concept	S	OMOP4976888	2020-08-20	2099-12-31	
32856	Lab	Type Concept	Type Concept	Type Concept	S	OMOP4976929	2020-08-20	2099-12-31	
32865	Patient self-report	Type Concept	Type Concept	Type Concept	S	OMOP4976938	2020-08-20	2099-12-31	
32879	Registry	Type Concept	Type Concept	Type Concept	S	OMOP4976952	2020-08-20	2099-12-31	
32883	Survey	Type Concept	Type Concept	Type Concept	S	OMOP4976956	2020-08-20	2099-12-31	
32890	Admission diagnosis	Condition Status	Condition Status	Condition Status	S	OMOP4976960	2020-08-20	2099-12-31	
32891	Cause of death	Condition Status	Condition Status	Condition Status	S	OMOP4976961	2020-08-20	2099-12-31	
32892	Condition to be diagnosed by procedure	Condition Status	Condition Status	Condition Status	S	OMOP4976962	2020-08-20	2099-12-31	
32893	Confirmed diagnosis	Condition Status	Condition Status	Condition Status	S	OMOP4976963	2020-08-20	2099-12-31	
32894	Contributory cause of death	Condition Status	Condition Status	Condition Status	S	OMOP4976964	2020-08-20	2099-12-31	
32895	Death diagnosis	Condition Status	Condition Status	Condition Status	S	OMOP4976965	2020-08-20	2099-12-31	
32896	Discharge diagnosis	Condition Status	Condition Status	Condition Status	S	OMOP4976966	2020-08-20	2099-12-31	
32897	Immediate cause of death	Condition Status	Condition Status	Condition Status	S	OMOP4976967	2020-08-20	2099-12-31	
32898	Postoperative diagnosis	Condition Status	Condition Status	Condition Status	S	OMOP4976968	2020-08-20	2099-12-31	
32899	Preliminary diagnosis	Condition Status	Condition Status	Condition Status	S	OMOP4976969	2020-08-20	2099-12-31	
32900	Preoperative diagnosis	Condition Status	Condition Status	Condition Status	S	OMOP4976970	2020-08-20	2099-12-31	
32901	Primary admission diagnosis	Condition Status	Condition Status	Condition Status	S	OMOP4976971	2020-08-20	2099-12-31	
32902	Primary diagnosis	Condition Status	Condition Status	Condition Status	S	OMOP4976972	2020-08-20	2099-12-31	
32903	Primary discharge diagnosis	Condition Status	Condition Status	Condition Status	S	OMOP4976973	2020-08-20	2099-12-31	
32904	Primary referral diagnosis	Condition Status	Condition Status	Condition Status	S	OMOP4976974	2020-08-20	2099-12-31	
32905	Referral diagnosis	Condition Status	Condition Status	Condition Status	S	OMOP4976975	2020-08-20	2099-12-31	
32906	Resolved condition	Condition Status	Condition Status	Condition Status	S	OMOP4976976	2020-08-20	2099-12-31	
32907	Secondary admission diagnosis	Condition Status	Condition Status	Condition Status	S	OMOP4976977	2020-08-20	2099-12-31	
32908	Secondary diagnosis	Condition Status	Condition Status	Condition Status	S	OMOP4976978	2020-08-20	2099-12-31	
32909	Secondary discharge diagnosis	Condition Status	Condition Status	Condition Status	S	OMOP4976979	2020-08-20	2099-12-31	
32910	Secondary referral diagnosis	Condition Status	Condition Status	Condition Status	S	OMOP4976980	2020-08-20	2099-12-31	
32911	Underlying cause of death	Condition Status	Condition Status	Condition Status	S	OMOP4976981	2020-08-20	2099-12-31	
32948	Stable Disease	Episode	Episode	Disease Dynamic	S	OMOP4997720	1970-01-01	2099-12-31	
32949	Progression	Episode	Episode	Disease Dynamic	S	OMOP4997721	1970-01-01	2099-12-31	
73754	Restless legs	Condition	SNOMED	Disorder	S	32914008	2002-01-31	2099-12-31	
75635	Cramp	Condition	SNOMED	Clinical Finding	S	55300003	2002-01-31	2099-12-31	
77074	Joint pain	Condition	SNOMED	Clinical Finding	S	57676002	2002-01-31	2099-12-31	
134057	Disorder of cardiovascular system	Condition	SNOMED	Disorder	S	49601007	2002-01-31	2099-12-31	
313459	Sleep apnea	Condition	SNOMED	Disorder	S	73430006	2002-01-31	2099-12-31	
316866	Hypertensive disorder	Condition	SNOMED	Disorder	S	38341003	2002-01-31	2099-12-31	
319041	Orthostatic hypotension	Condition	SNOMED	Disorder	S	28651003	2002-01-31	2099-12-31	
376337	Disorder of nervous system	Condition	SNOMED	Disorder	S	118940003	2002-01-31	2099-12-31	
377535	Sleep walking disorder	Condition	SNOMED	Disorder	S	80495009	2002-01-31	2099-12-31	
378419	Alzheimer's disease	Condition	SNOMED	Disorder	S	26929004	2002-01-31	2099-12-31	
381270	Parkinson's disease	Condition	SNOMED	Disorder	S	49049000	2002-01-31	2099-12-31	
381316	Cerebrovascular accident	Condition	SNOMED	Disorder	S	230690007	2002-01-31	2099-12-31	
433031	Hallucinations	Condition	SNOMED	Clinical Finding	S	7011001	2002-01-31	2099-12-31	
434633	Disorder of autonomic nervous system	Condition	SNOMED	Disorder	S	15241006	2002-01-31	2099-12-31	
436073	Psychotic disorder	Condition	SNOMED	Disorder	S	69322001	2002-01-31	2099-12-31	
436100	Narcolepsy	Condition	SNOMED	Disorder	S	60380001	2002-01-31	2099-12-31	
436670	Metabolic disease	Condition	SNOMED	Disorder	S	75934005	2002-01-31	2099-12-31	
439007	REM sleep behavior disorder	Condition	SNOMED	Disorder	S	415238003	2005-01-31	2099-12-31	
439147	Amnesia	Condition	SNOMED	Clinical Finding	S	48167000	2002-01-31	2099-12-31	
444100	Mood disorder	Condition	SNOMED	Disorder	S	46206005	2002-01-31	2099-12-31	
581410	Observation to Measurement	Relationship	Relationship	Relationship	S	OMOP5217058	1970-01-01	2099-12-31	
581411	Measurement to Observation	Relationship	Relationship	Relationship	S	OMOP5217059	1970-01-01	2099-12-31	
581436	Parent to Child Measurement	Relationship	Relationship	Relationship	S	OMOP5217060	1970-01-01	2099-12-31	
581437	Child to Parent Measurement	Relationship	Relationship	Relationship	S	OMOP5217061	1970-01-01	2099-12-31	
596878	Please specify organ.	Observation	PPI	Question	S	otherorgan_freetextbox	2021-04-01	2099-12-31	
596879	Please specify tissue.	Observation	PPI	Question	S	othertissue_freetextbox	2021-04-01	2099-12-31	
600632	Impaired concentration	Condition	SNOMED	Clinical Finding	S	1144748009	2021-07-31	2099-12-31	
602279	Specimen collection procedure	Observation	SNOMED	Observable Entity	S	2620001000004108	2021-07-31	2099-12-31	
608114	Molecular nucleic acid amplification technique	Observation	SNOMED	Qualifier Value	S	1156878000	2021-07-31	2099-12-31	
618771	Clinical trial arm	Observation	SNOMED	Observable Entity	S	876783001	2021-01-31	2099-12-31	
618898	Blood specimen in blood culture bottle	Specimen	SNOMED	Specimen	S	878861003	2021-01-31	2099-12-31	
706391	Note	Meas Value	LOINC	Doc Kind	S	LP173418-7	2018-06-15	2099-12-31	
713134	Family history with explicit context pertaining to grandparent	Observation	OMOP Extension	Context-dependent	S	OMOP5160858	2021-12-10	2099-12-31	
713135	Family history with explicit context pertaining to cousin	Observation	OMOP Extension	Context-dependent	S	OMOP5160859	2021-12-10	2099-12-31	
713136	Family history with explicit context pertaining to sibling	Observation	OMOP Extension	Context-dependent	S	OMOP5160860	2021-12-10	2099-12-31	
713137	Family history with explicit context pertaining to child	Observation	OMOP Extension	Context-dependent	S	OMOP5160857	2021-12-10	2099-12-31	
734306	Initial Diagnosis	Measurement	Cancer Modifier	Extension/Invasion	S	init_diag	2022-09-09	2099-12-31	
762635	Bloody stool specimen	Specimen	SNOMED	Specimen	S	429901000124102	2012-09-01	2099-12-31	
762637	Bloody fluid feces specimen	Specimen	SNOMED	Specimen	S	429921000124107	2012-09-01	2099-12-31	
763463	Social support	Observation	SNOMED	Qualifier Value	S	441141000124101	2014-03-01	2099-12-31	
764128	Pre-partum vaginal blood specimen	Specimen	SNOMED	Specimen	S	451091000124107	2016-09-01	2099-12-31	
764477	Cultured cells specimen	Specimen	SNOMED	Specimen	S	455541000124107	2018-03-01	2099-12-31	
764569	Donor pre-apheresis blood specimen	Specimen	SNOMED	Specimen	S	456731000124104	2018-03-01	2099-12-31	
789578	levodopa	Drug	RxNorm	Ingredient	S	6375	1970-01-01	2099-12-31	
836812	Including yourself, who in your family has had Parkinson's disease? Select all that apply.	Observation	PPI	Question	S	NervousCondition_Parkinsons_yes	2022-04-07	2099-12-31	
958783	Standing Position	Spec Anatomic Site	MeSH	Main Heading		D000078783	2018-11-05	2099-12-31	
1001762	Liver steatosis grade in Serum or Plasma Qualitative	Measurement	LOINC	Lab Test	S	93696-3	2019-12-13	2099-12-31	
1073466	Nucleic acid sequencing technique	Observation	SNOMED	Qualifier Value	S	1304162005	2024-03-01	2099-12-31	
1074531	Lymphoblast specimen	Specimen	SNOMED	Specimen	S	142261000146106	2024-05-01	2099-12-31	
1074624	Monocyte specimen	Specimen	SNOMED	Specimen	S	290211000146104	2024-05-01	2099-12-31	
1094239	Was on medication	Meas Value	LOINC	Answer	S	LA34443-4	1970-01-01	2099-12-31	
1147026	person.person_id	Metadata	CDM	Field	S	CDM82	2014-11-11	2099-12-31	
1147049	specimen.specimen_id	Metadata	CDM	Field	S	CDM105	2014-11-11	2099-12-31	
1147051	specimen.specimen_concept_id	Metadata	CDM	Field	S	CDM107	2014-11-11	2099-12-31	
1147059	specimen.specimen_source_id	Metadata	CDM	Field	S	CDM115	2014-11-11	2099-12-31	
1147070	visit_occurrence.visit_occurrence_id	Metadata	CDM	Field	S	CDM126	2014-11-11	2099-12-31	
1147082	procedure_occurrence.procedure_occurrence_id	Metadata	CDM	Field	S	CDM138	2014-11-11	2099-12-31	
1147094	drug_exposure.drug_exposure_id	Metadata	CDM	Field	S	CDM150	2014-11-11	2099-12-31	
1147115	device_exposure.device_exposure_id	Metadata	CDM	Field	S	CDM171	2014-11-11	2099-12-31	
1147127	condition_occurrence.condition_occurrence_id	Metadata	CDM	Field	S	CDM183	2014-11-11	2099-12-31	
1147138	measurement.measurement_id	Metadata	CDM	Field	S	CDM194	2014-11-11	2099-12-31	
1147140	measurement.measurement_concept_id	Metadata	CDM	Field	S	CDM196	2014-11-11	2099-12-31	
1147156	note.note_id	Metadata	CDM	Field	S	CDM212	2014-11-11	2099-12-31	
1147165	observation.observation_id	Metadata	CDM	Field	S	CDM221	2014-11-11	2099-12-31	
1147201	provider.provider_id	Metadata	CDM	Field	S	CDM257	2014-11-11	2099-12-31	
1147301	procedure_occurrence	Metadata	CDM	Table	S	CDM357	2014-11-11	2099-12-31	
1147304	observation	Metadata	CDM	Table	S	CDM360	2014-11-11	2099-12-31	
1147305	device_exposure	Metadata	CDM	Table	S	CDM361	2014-11-11	2099-12-31	
1147306	specimen	Metadata	CDM	Table	S	CDM362	2014-11-11	2099-12-31	
1147312	death	Metadata	CDM	Table	S	CDM368	2014-11-11	2099-12-31	
1147314	person	Metadata	CDM	Table	S	CDM370	2014-11-11	2099-12-31	
1147317	note	Metadata	CDM	Table	S	CDM373	2014-11-11	2099-12-31	
1147325	cdm_source	Metadata	CDM	Table	S	CDM381	2014-11-11	2099-12-31	
1147330	measurement	Metadata	CDM	Table	S	CDM386	2014-11-11	2099-12-31	
1147332	visit_occurrence	Metadata	CDM	Table	S	CDM388	2014-11-11	2099-12-31	
1147333	condition_occurrence	Metadata	CDM	Table	S	CDM389	2014-11-11	2099-12-31	
1147339	drug_exposure	Metadata	CDM	Table	S	CDM395	2014-11-11	2099-12-31	
1147624	visit_detail.visit_detail_id	Metadata	CDM	Field	S	CDM674	2018-01-03	2099-12-31	
1147637	visit_detail	Metadata	CDM	Table	S	CDM687	2018-01-03	2099-12-31	
1147657	cohort.cohort_definition_id	Metadata	CDM	Field	S	CDM703	2018-10-11	2099-12-31	
1176306	Unique identifier [Identifier] of Initial sample	Measurement	LOINC	Lab Test	S	89873-4	2018-12-14	2099-12-31	
1260024	Temporal orientation - current year during assessment period [CMS Assessment]	Observation	LOINC	Survey	S	103697-9	2024-02-27	2099-12-31	
1260032	Temporal orientation - current day of the week [CMS Assessment]	Observation	LOINC	Survey	S	103703-5	2024-02-27	2099-12-31	
1260104	Temporal orientation - current month during assessment period [CMS Assessment]	Observation	LOINC	Survey	S	103698-7	2024-02-27	2099-12-31	
1340510	Progression of Alzheimer's disease	Condition	OMOP Extension	Disorder	S	OMOP5166165	2022-05-06	2099-12-31	
1384430	Other: Other Conditions	Observation	PPI	Question	S	Other_OtherConditions	2018-10-09	2099-12-31	
1568095	Alcohol related disorders	Condition	ICD10CM	3-char nonbill code		F10	2012-01-01	2099-12-31	
1570832	Muscle spasm	Condition	ICD10CM	5-char nonbill code		M62.83	2012-01-01	2099-12-31	
1586156	Hispanic: Hispanic Specific	Observation	PPI	Question	S	Hispanic_HispanicSpecific	2017-05-17	2099-12-31	
1616447	Specimen source [Identifier] from Donor	Measurement	LOINC	Lab Test	S	96830-5	2021-08-23	2099-12-31	
1616659	Worried about falling	Observation	LOINC	Clinical Observation	S	97878-3	2021-08-23	2099-12-31	
1617710	How often have you used any tobacco product in past 12 months	Observation	LOINC	Clinical Observation	S	96842-0	2021-08-23	2099-12-31	
1620476	ApoE phenotype E3/E4	Meas Value	LOINC	Answer	S	LA32567-2	1970-01-01	2099-12-31	
1620613	ApoE phenotype E4/E4	Meas Value	LOINC	Answer	S	LA32568-0	1970-01-01	2099-12-31	
1620858	ApoE phenotype E2/E4	Meas Value	LOINC	Answer	S	LA32566-4	1970-01-01	2099-12-31	
1620859	ApoE phenotype E2/E2	Meas Value	LOINC	Answer	S	LA32563-1	1970-01-01	2099-12-31	
1621052	ApoE phenotype E3/E3 (wild type)	Meas Value	LOINC	Answer	S	LA32565-6	1970-01-01	2099-12-31	
1621144	ApoE phenotype E2/E3	Meas Value	LOINC	Answer	S	LA32564-9	1970-01-01	2099-12-31	
1703891	Do you worry more than most people about being embarrassed, looking stupid, or being judged by other people?	Observation	PPI	Question	S	pmi_3	2024-02-21	2099-12-31	
1761789	Access to review healthcare data	Observation	LOINC	Survey	S	100926-5	2022-08-08	2099-12-31	
1988354	Diagnosis type	Observation	LOINC	Clinical Observation	S	99494-7	2022-02-16	2099-12-31	
1988369	Recorded sex or gender	Observation	LOINC	Clinical Observation	S	99502-7	2022-02-16	2099-12-31	
1989000	Worry about the future since illness	Observation	LOINC	Survey	S	98576-2	2022-02-16	2099-12-31	
1989567	Condition clinical status	Observation	LOINC	Clinical Observation	S	99493-9	2022-02-16	2099-12-31	
1989817	Autopsy diagnosis	Meas Value	LOINC	Answer	S	LA32793-4	1970-01-01	2099-12-31	
1989954	Muscle or body aches	Meas Value	LOINC	Answer	S	LA33099-5	1970-01-01	2099-12-31	
1989984	Lack of support	Meas Value	LOINC	Answer	S	LA32587-0	1970-01-01	2099-12-31	
1989987	At rest	Meas Value	LOINC	Answer	S	LA32617-5	1970-01-01	2099-12-31	
2212019	Brain imaging, positron emission tomography (PET); perfusion evaluation	Procedure	CPT4	CPT4	S	78609	1970-01-01	2099-12-31	
2213558	Psychiatric evaluation of hospital records, other psychiatric reports, psychometric and/or projective tests, and other accumulated data for medical diagnostic purposes	Procedure	CPT4	CPT4	S	90885	1970-01-01	2099-12-31	
3003891	Specimen preparation [Type]	Measurement	LOINC	Lab Test	S	8100-0	1970-01-01	2099-12-31	
3006309	Institution data source Registry message	Measurement	LOINC	Clinical Observation	S	21829-7	1970-01-01	2099-12-31	
3011498	APOE gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal	Measurement	LOINC	Lab Test	S	21619-2	1970-01-01	2099-12-31	
3015746	Specimen source identified	Measurement	LOINC	Lab Test	S	31208-2	2002-05-03	2099-12-31	
3017278	Referral lab test name	Measurement	LOINC	Lab Test	S	19145-2	1970-01-01	2099-12-31	
3018196	Informed consent obtained	Observation	LOINC	Clinical Observation	S	19826-7	1970-01-01	2099-12-31	
3018323	Volume of Specimen	Measurement	LOINC	Lab Test	S	3169-0	1970-01-01	2099-12-31	
3020366	Weight of Tissue	Measurement	LOINC	Lab Test	S	29638-4	2001-05-15	2099-12-31	
3022304	Age	Observation	LOINC	Clinical Observation	S	30525-0	2001-10-16	2099-12-31	
3026893	Collection duration of Specimen	Measurement	LOINC	Lab Test	S	30211-7	2001-09-28	2099-12-31	
3027199	History of Alcohol use	Observation	LOINC	Clinical Observation	S	11331-6	1997-07-31	2099-12-31	
3029139	APOE gene alleles e2 and e3 and e4 [Identifier] in Blood or Tissue by Molecular genetics method Nominal	Measurement	LOINC	Lab Test	S	42315-2	2005-08-31	2099-12-31	
3029815	Collection interval from baseline of Unspecified specimen	Measurement	LOINC	Lab Test	S	50220-3	2007-09-11	2099-12-31	
3030243	Pathologist interpretation of Specimen tests	Measurement	LOINC	Lab Test	S	50595-8	2007-10-08	2099-12-31	
3031465	APOE gene allele 1 [Identifier] in Blood or Tissue by Molecular genetics method	Measurement	LOINC	Lab Test	S	34731-0	2003-11-04	2099-12-31	
3031585	Age of Blood specimen	Measurement	LOINC	Lab Test	S	49546-5	2007-07-09	2099-12-31	
3031632	Fasting status - Reported	Observation	LOINC	Clinical Observation	S	49541-6	2007-07-09	2099-12-31	
3032354	APOE gene allele 2 [Identifier] in Blood or Tissue by Molecular genetics method	Measurement	LOINC	Lab Test	S	34732-8	2003-11-04	2099-12-31	
3034297	Age at specimen collection	Observation	LOINC	Clinical Observation	S	35659-2	1970-01-01	2099-12-31	
3034932	Number of specimens received	Measurement	LOINC	Lab Test	S	42186-7	2005-08-15	2099-12-31	
3038421	Age at death	Observation	LOINC	Clinical Observation	S	39016-1	2005-02-14	2099-12-31	
3042537	Diagnosis ICD code [Identifier]	Observation	LOINC	Clinical Observation	S	52797-8	2008-04-11	2099-12-31	
3045429	Collection date of Specimen	Observation	LOINC	Clinical Observation	S	33882-2	2003-03-17	2099-12-31	
3046853	Race	Observation	LOINC	Clinical Observation	S	32624-9	1970-01-01	2099-12-31	
3046931	Change in cognitive status [Minimum Data Set]	Observation	LOINC	Survey	S	45497-5	1970-01-01	2099-12-31	
3046965	Sex	Observation	LOINC	Clinical Observation	S	46098-0	1970-01-01	2099-12-31	
3048270	Information source	Measurement	LOINC	Clinical Observation	S	48766-0	1970-01-01	2099-12-31	
3048520	Genomic source class [Type]	Measurement	LOINC	Lab Test	S	48002-0	1970-01-01	2099-12-31	
3048563	Fibrosis stage	Measurement	LOINC	Lab Test	S	48794-2	1970-01-01	2099-12-31	
3053159	Age group	Observation	LOINC	Clinical Observation	S	46251-5	1970-01-01	2099-12-31	
3053213	Specimen source [Identifier] of Body fluid	Measurement	LOINC	Lab Test	S	47938-6	2006-12-12	2099-12-31	
3168054	Consortium to Establish Registry for Alzheimer's Disease assessment tool	Measurement	Nebraska Lexicon	Staging / Scales	S	860231000004107	2019-03-26	2099-12-31	
3170911	Thal phase staging of amyloid plaques	Measurement	Nebraska Lexicon	Staging / Scales	S	839761000004109	2019-03-26	2099-12-31	
3172402	CERAD score for the extent of presence of diffuse plaques in the neocortex	Observation	Nebraska Lexicon	Observable Entity	S	860201000004103	2019-03-26	2099-12-31	
3172933	Braak stage for presence of tau protein accompanying neurofibrillary degeneration in brain	Observation	Nebraska Lexicon	Observable Entity	S	757761000004101	2019-03-26	2099-12-31	
3184143	Folstein Mini-mental State Examination: Is patient oriented to season?	Observation	Nebraska Lexicon	Observable Entity	S	1126401000004102	2019-03-26	2099-12-31	
3184819	Muscle jerks in sleep	Condition	Nebraska Lexicon	Clinical Finding	S	22050001000004100	2016-01-28	2099-12-31	
3185659	Lewy Body Dementia Association criteria for diagnosis of LBD	Measurement	Nebraska Lexicon	Staging / Scales	S	154871000004103	2019-08-15	2099-12-31	
3186797	Presence of spongiosis on autopsy examination of neocortex of brain	Observation	Nebraska Lexicon	Observable Entity	S	1331251000004101	2019-05-22	2099-12-31	
3187187	Braak pathology staging for neurofibrillary degeneration in brain	Measurement	Nebraska Lexicon	Staging / Scales	S	829441000004102	2019-03-26	2099-12-31	
3188920	DLB consortium neuropathologic criteria for diagnosis of Lewy Body Dementia total score	Observation	Nebraska Lexicon	Observable Entity	S	154881000004100	2019-08-15	2099-12-31	
3190069	Braak pathology staging for Lewy body progression in Parkinsons disease	Measurement	Nebraska Lexicon	Staging / Scales	S	143361000004101	2019-08-15	2099-12-31	
3197418	Has data value	Observation	Nebraska Lexicon	Attribute	S	1484821000004109	2016-01-26	2099-12-31	
3197658	Specimen preparation technique	Observation	Nebraska Lexicon	Attribute	S	1400001000004103	2018-01-25	2099-12-31	
3236863	Currently	Observation	Nebraska Lexicon	Qualifier Value		15240007	2002-01-31	2099-12-31	
3519134	CERAD scoring for presence of neuritic plaques	Measurement	Nebraska Lexicon	Staging / Scales	S	839711000004106	2019-03-26	2099-12-31	
3654978	Assessment using University of Pennsylvania Smell Identification Test	Measurement	SNOMED	Procedure	S	840548001	2020-07-31	2099-12-31	
3655499	Cutaneous Dermatomyositis Disease Area and Severity Index	Measurement	SNOMED	Staging / Scales	S	865924008	2020-07-31	2099-12-31	
3661514	Specimen collection for biobank	Procedure	SNOMED	Procedure	S	840566006	2020-07-31	2099-12-31	
3667301	Blood specimen in aerobic blood culture bottle	Specimen	SNOMED	Specimen	S	866033003	2020-07-31	2099-12-31	
3667306	Blood specimen in anaerobic blood culture bottle	Specimen	SNOMED	Specimen	S	866032008	2020-07-31	2099-12-31	
3968670	Activities of daily living	Meas Value	LOINC	Answer	S	LA33512-7	1970-01-01	2099-12-31	
3968814	Feeling anxious	Meas Value	LOINC	Answer	S	LA33518-4	1970-01-01	2099-12-31	
